quarter_id,sector,service_line,account,people_start_of_quarter,people_end_of_quarter,quarterly_revenue_usd
2025Q4,Tech - New Age,WC - Consulting,Summit Holdings 31,120,133,2716462.9425216233
2025Q4,Tech - New Age,TS - DAAI,Summit Holdings 31,279,271,8096632.292665219
2025Q4,Tech - Software and Gaming,TS - TTMS,Willow Retail 32,111,108,2577388.275522699
2025Q4,Tech - Software and Gaming,WC - Consulting,Willow Retail 32,128,140,2682824.0311813136
2025Q4,Consumer,TS - CIS,Blue Foods 33,231,226,4201926.98563508
2025Q4,Consumer,BPS,Blue Foods 33,163,170,2875926.8926714538
2025Q4,Consumer,TS - CRS,Blue Foods 33,134,122,3871375.5067115375
2025Q4,Consumer,TS - TTMS,Blue Foods 33,271,268,5204438.050627435
2025Q4,Health,TS - DAAI,Nova Capital 34,561,505,18305652.332894888
2025Q4,Health,Engineering,Nova Capital 34,528,495,15154277.170108842
2025Q4,Health,BPS,Nova Capital 34,510,536,10132041.885640943
2025Q4,Health,TS - CRS,Nova Capital 34,406,405,8025902.828213816
2025Q4,Health,TS - CRS,Crown Foods 35,176,173,5174312.038958066
2025Q4,Health,BPS,Crown Foods 35,121,116,2112467.1058273874
2025Q4,Health,TS - CIS,Crown Foods 35,162,160,4069412.1222745697
2025Q4,Consumer,TS - EA,Cobalt Health 36,319,325,6564837.423594392
2025Q4,Consumer,BPS,Cobalt Health 36,106,112,1919918.0266953087
2025Q4,Consumer,WC - Consulting,Cobalt Health 36,73,62,2317585.018769571
2025Q4,Communications,BPS,Matrix Mobility 37,227,216,4612468.220152305
2025Q4,Communications,TS - ICD,Matrix Mobility 37,469,473,9103917.45477943
2025Q4,Communications,TS - DAAI,Matrix Mobility 37,165,164,4573490.986403097
2025Q4,Communications,Engineering,Matrix Mobility 37,100,102,2051224.4933449822
2025Q4,Health,WC - Consulting,Orion Telecom 38,170,173,5854188.115655406
2025Q4,Health,TS - DAAI,Orion Telecom 38,189,186,5818627.495716505
2025Q4,Health,TS - CIS,Orion Telecom 38,159,154,3434986.3081199084
2025Q4,Health,TS - EA,Orion Telecom 38,135,133,3405348.176596712
2025Q4,Consumer,TS - CRS,Falcon Telecom 39,214,229,4179294.3033858202
2025Q4,Consumer,TS - CIS,Falcon Telecom 39,208,199,4144384.905162846
2025Q4,Tech - New Age,Engineering,Lumina Holdings 40,102,102,3084904.2436313177
2025Q4,Tech - New Age,TS - CRS,Lumina Holdings 40,226,228,3771624.145622949
2025Q4,Tech - New Age,TS - TTMS,Lumina Holdings 40,294,322,7595091.0060542105
2025Q4,Tech - New Age,BPS,Lumina Holdings 40,159,156,2744637.004058924
2025Q4,Health,TS - DAAI,Vertex Mobility 41,223,236,4713747.705470527
2025Q4,Health,Engineering,Vertex Mobility 41,197,212,4504897.927709561
2025Q4,Tech - Software and Gaming,BPS,Willow Retail 42,609,607,11633537.077661607
2025Q4,Tech - Software and Gaming,TS - ICD,Willow Retail 42,288,284,5419835.209357146
2025Q4,Tech - New Age,TS - CIS,Titan Labs 43,515,505,15543705.738953115
2025Q4,Tech - New Age,TS - CRS,Titan Labs 43,431,424,10803905.116445037
2025Q4,Tech - New Age,Engineering,Titan Labs 43,1257,1321,22472544.56311974
2025Q4,Consumer,TS - CIS,River Foods 44,158,160,3775739.3371114475
2025Q4,Consumer,TS - ICD,River Foods 44,280,284,7729621.957305247
2025Q4,Tech - Software and Gaming,TS - TTMS,Falcon Gaming 45,107,100,2815660.2940333313
2025Q4,Tech - Software and Gaming,TS - CRS,Falcon Gaming 45,194,183,5202537.577290769
2025Q4,Tech - Software and Gaming,Engineering,Falcon Gaming 45,188,212,4160776.5551011073
2025Q4,Tech - Software and Gaming,WC - Consulting,Falcon Gaming 45,147,145,4072191.363568908
